When did it happen,Year,City or County,State,State Abbrv,Address,Total Fatalities,Total Injured,Comment,Venue,Related to School?
14-Aug-13,2013,Oklahoma City,Oklahoma,OK,"Oklahoma City, Oklahoma",4,0,"A 40-year old man obsessed with actress Selena Gomez, fatally shot his mother, sister, niece and infant nephew. He was later arrested and told police he had to getaway from his family because they were preventing him from being with his one true love.",Residential home/Neighborhood,No
16-Aug-13,2013,Philadelphia,Pennsylvania,PA,"Philadelphia, Pennsylvania",0,4,The shooter was not identified,N/A,N/A
17-Aug-13,2013,Oakland,California,CA,"Oakland, California",0,4,The shooter was Demetrius Ward,N/A,N/A
17-Aug-13,2013,San Francisco,California,CA,1738 Telegraph Avenue,0,4,N/A,N/A,N/A
18-Aug-13,2013,Chesterfield,South Carolina,SC,3217 Center Point Rd,1,4,N/A,N/A,N/A
18-Aug-13,2013,Chesterfield County,South Carolina,SC,"Chesterfield County, South Carolina",1,4,The shooter was Dontrel Shyhee Blakeney,N/A,N/A
18-Aug-13,2013,Chicago,Illinois,IL,"Chicago, Illinois",1,3,The shooter was not identified,N/A,N/A
18-Aug-13,2013,Port Norris,New Jersey,NJ,"Port Norris, New Jersey",0,4,The shooter was not identified,N/A,N/A
18-Aug-13,2013,Rochester,New York,NY,"Rochester, New York",1,3,The shooter was not identified,N/A,N/A
18-Aug-13,2013,Saint Louis,Missouri,MO,3100 block of Olive,0,4,N/A,N/A,N/A
18-Aug-13,2013,St. Louis,Missouri,MO,"St. Louis, Missouri",0,4,The shooter was Darryl Sain,N/A,N/A
18-Aug-13,2013,Toledo,Ohio,OH,"Toledo, Ohio",0,4,The shooter was not identified,N/A,N/A
19-Aug-13,2013,Chicago,Illinois,IL,"Chicago, Illinois",0,5,The shooter was Kelsky Patterson,N/A,N/A
20-Aug-13,2013,Baltimore,Maryland,MD,"Baltimore, Maryland",2,2,The shooter was Melville Mason,N/A,N/A
20-Aug-13,2013,Oklahoma City,Oklahoma,OK,"Oklahoma City, Oklahoma",4,0,The shooter was Daniel Livingston Green,N/A,N/A
20-Aug-13,2013,Vanceboro,North Carolina,NC,"Vanceboro, North Carolina",0,4,The shooter was John Jenkins,N/A,N/A
22-Aug-13,2013,Shaler Township,Pennsylvania,PA,"Shaler Township, Pennsylvania",2,2,The shooter was Jim Edwards,N/A,N/A
23-Aug-13,2013,Baltimore,Maryland,MD,"Baltimore, Maryland",1,6,The shooter was not identified,N/A,N/A
24-Aug-13,2013,Indianapolis,Indiana,IN,"Indianapolis, Indiana",0,4,The shooter was not identified,N/A,N/A
25-Aug-13,2013,Dillon County,South Carolina,SC,"Dillon County, South Carolina",1,4,The shooter was not identified,N/A,N/A
25-Aug-13,2013,Lake Butler,Florida,FL,"Lake Butler, Florida",3,2,"The shooter was Hubert Allen, Jr.",N/A,N/A
25-Aug-13,2013,Latta,South Carolina,SC,214 Willis St,1,3,N/A,N/A,N/A
25-Aug-13,2013,Minneapolis,Minnesota,MN,"Minneapolis, Minnesota",2,2,The shooter was not identified,N/A,N/A
25-Aug-13,2013,Oakland,California,CA,"Oakland, California",0,4,The shooter was not identified,N/A,N/A
5-Sep-13,2013,Charlotte,North Carolina,NC,"Charlotte, North Carolina",0,4,The shooter was not identified,N/A,N/A
7-Sep-13,2013,Gary,Indiana,IN,"Gary, Indiana",2,4,The shooter was not identified,N/A,N/A
7-Sep-13,2013,Saint Louis,Missouri,MO,5000 block of Durant Avenueu,1,3,N/A,N/A,N/A
7-Sep-13,2013,St. Louis,Missouri,MO,"St. Louis, Missouri",1,3,The shooter was Darnell Hollings,N/A,N/A
10-Sep-13,2013,Bridgeport,Connecticut,CT,"Bridgeport, Connecticut",1,4,The shooter was Roderick Rodgers;David Anderson,N/A,N/A
11-Sep-13,2013,New York,New York,NY,"New York, New York",0,4,The shooter was not identified,N/A,N/A
11-Sep-13,2013,Renegade Mountain,Tennessee,TN,"Renegade Mountain, Tennessee",4,0,The shooter was Jacob Bennett;Brittany Moser,N/A,N/A
11-Sep-13,2013,Washington,District of Columbia,DC,"Washington, District of Columbia",1,3,The shooter was not identified,N/A,N/A
12-Sep-13,2013,Crab Orchard,Tennessee,TN,N/A,4,0,N/A,N/A,N/A
12-Sep-13,2013,Washington,District of Columbia,DC,First Street and Pierce Street NW,1,3,N/A,N/A,N/A
14-Sep-13,2013,Marion,North Carolina,NC,"Marion, North Carolina",0,4,The shooter was Earl Spencer Boyce,N/A,N/A
15-Sep-13,2013,Bakersfield,California,CA,"Bakersfield, California",2,2,The shooter was not identified,N/A,N/A
15-Sep-13,2013,Colorado Springs,Colorado,CO,"Colorado Springs, Colorado",0,5,The shooter was not identified,N/A,N/A
15-Sep-13,2013,Snellville,Georgia,GA,"Snellville, Georgia",3,1,The shooter was Robert E. Bell,N/A,N/A
15-Sep-13,2013,Wilmington,Delaware,DE,"Wilmington, Delaware",0,4,The shooter was not identified,N/A,N/A
15-Sep-13,2013,Yakima,Washington,WA,"Yakima, Washington",0,6,The shooter was not identified,N/A,N/A
16-Sep-13,2013,Washington,District of Columbia,DC,Washington D.C.,13,3,"A 34-yearl old contractor for the Navy Yard in Washington D.C, entered the building shooting randomly, killing twelve people and injuring three surviving victims before he was shot and killed by law enforcement officers. Five other people were injured during the incident while trying to escape.",Military facility,No
16-Sep-13,2013,Washington Navy Yard,District of Columbia,DC,1336 Isaac Hull Ave,11,3,N/A,N/A,N/A
17-Sep-13,2013,Kissimmee,Florida,FL,Flying Fortress Avenue,0,5,N/A,N/A,N/A
17-Sep-13,2013,Lansing,Michigan,MI,"Lansing, Michigan",0,4,The shooter was Timothy Minor III,N/A,N/A
17-Sep-13,2013,Las Vegas,Nevada,NV,"Las Vegas, Nevada",0,4,The shooter was not identified,N/A,N/A
17-Sep-13,2013,Stockton,California,CA,"Stockton, California",1,4,The shooter was not identified,N/A,N/A
18-Sep-13,2013,Bakersfield,California,CA,"Bakersfield, California",1,4,The shooter was not identified,N/A,N/A
18-Sep-13,2013,Kissimmee,Florida,FL,"Kissimmee, Florida",0,5,The shooter was not identified,N/A,N/A
18-Sep-13,2013,Memphis,Tennessee,TN,1033 Whitaker,1,4,N/A,N/A,N/A
18-Sep-13,2013,Whitehaven,Tennessee,TN,"Whitehaven, Tennessee",1,4,The shooter was not identified,N/A,N/A
19-Sep-13,2013,Chicago,Illinois,IL,"Chicago, Illinois",0,13,The shooter was Tabari Young;Bryon Champ,N/A,N/A
20-Sep-13,2013,Long Beach,California,CA,"Long Beach, California",2,2,The shooter was not identified,N/A,N/A
20-Sep-13,2013,Rice,Texas,TX,"Rice, Texas",5,0,The shooter was Guadalupe Ronquillo-Ovalle,N/A,N/A
21-Sep-13,2013,Palm Beach,Florida,FL,2600 block of Forest Hill Boulevard,0,4,N/A,N/A,N/A
21-Sep-13,2013,Palm Springs,Florida,FL,"Palm Springs, Florida",0,4,The shooter was not identified,N/A,N/A
22-Sep-13,2013,Muskego,Michigan,MI,149 Ottawa Ave,2,4,N/A,N/A,N/A
22-Sep-13,2013,Muskegon,Michigan,MI,"Muskegon, Michigan",3,1,The shooter was Antonio Keshawn Raglin,N/A,N/A
22-Sep-13,2013,Saint Louis,Missouri,MO,3916 North Florissant Road,1,3,N/A,N/A,N/A
22-Sep-13,2013,St. Louis,Missouri,MO,"St. Louis, Missouri",1,3,The shooter was not identified,N/A,N/A
22-Sep-13,2013,Wichita,Kansas,KS,100 block of N. Mead,1,6,N/A,N/A,N/A
22-Sep-13,2013,Witchita,Kansas,KS,"Witchita, Kansas",1,6,The shooter was not identified,N/A,N/A
24-Sep-13,2013,Huntington,West Virginia,WV,"Huntington, West Virginia",0,6,The shooter was Antonio Michael Smith,N/A,N/A
25-Sep-13,2013,Haw River,North Carolina,NC,"Haw River, North Carolina",0,4,The shooter was Avery Clay Parker II,N/A,N/A
26-Sep-13,2013,Jacksonville,Florida,FL,"Jacksonville, Florida",0,4,The shooter was not identified,N/A,N/A
27-Sep-13,2013,Ashville,Pennsylvania,PA,"Ashville, Pennsylvania",4,0,The shooter was John Edward Frew Sr.,N/A,N/A
27-Sep-13,2013,Zanesville,Ohio,OH,753 Putnam Ave,0,4,N/A,N/A,N/A
29-Sep-13,2013,Chicago,Illinois,IL,"Chicago, Illinois",0,4,The shooter was not identified,N/A,N/A
29-Sep-13,2013,Zanesville,Ohio,OH,"Zanesville, Ohio",0,4,The shooter was not identified,N/A,N/A
2-Oct-13,2013,Double Springs,Alabama,AL,"Double Springs, Alabama",4,0,The shooter was Andy Keith Hunt,N/A,N/A
2-Oct-13,2013,Omaha,Nebraska,NE,"Omaha, Nebraska",0,4,The shooter was not identified,N/A,N/A
5-Oct-13,2013,Buffalo,New York,NY,102  Zelmer Street,0,4,N/A,N/A,N/A
5-Oct-13,2013,Fresno,California,CA,"Fresno, California",1,13,The shooter was not identified,N/A,N/A
6-Oct-13,2013,Avondale,Arizona,AZ,"Avondale, Arizona",0,4,The shooter was not identified,N/A,N/A
6-Oct-13,2013,Buffalo,New York,NY,"Buffalo, New York",0,4,The shooter was not identified,N/A,N/A
6-Oct-13,2013,Philadelphia,Pennsylvania,PA,"Philadelphia, Pennsylvania",1,5,The shooter was not identified,N/A,N/A
8-Oct-13,2013,Paris,Texas,TX,"Paris, Texas",4,0,The shooter was not identified,N/A,N/A
9-Oct-13,2013,Paris,Texas,TX,400 block of NE 6th Street,4,0,N/A,N/A,N/A
12-Oct-13,2013,Tulsa,Oklahoma,OK,"Tulsa, Oklahoma",0,5,The shooter was Boonmlee Lee;Meng Lee,N/A,N/A
12-Oct-13,2013,Tulsa,Oklahoma,OK,"Tulsa, Oklahoma",2,2,The shooter was not identified,N/A,N/A
13-Oct-13,2013,Harrisburg,Pennsylvania,PA,"Harrisburg, Pennsylvania",0,8,The shooter was not identified,N/A,N/A
18-Oct-13,2013,Margate,Florida,FL,"Margate, Florida",0,4,The shooter was not identified,N/A,N/A
20-Oct-13,2013,Margate,Florida,FL,7400 block of Santa Monica Drive,0,4,N/A,N/A,N/A
20-Oct-13,2013,Miami,Florida,FL,"Miami, Florida",2,2,The shooter was not identified,N/A,N/A
20-Oct-13,2013,Pittsburgh,Pennsylvania,PA,"Pittsburgh, Pennsylvania",2,4,The shooter was not identified,N/A,N/A
20-Oct-13,2013,Reno,Nevada,NV,"Reno, Nevada",2,2,The shooter was not identified,N/A,N/A
21-Oct-13,2013,Pittsburgh (Homewood),Pennsylvania,PA,7200 block of Kelly Street,2,5,N/A,N/A,N/A
21-Oct-13,2013,Sparks,Nevada,NV,"Sparks, Nevada",2,2,"A 12-year old student at Sparks Middle School in Nevada, shot and injured two students and killed a teacher before killing himself.",School/College/Uni,Yes
26-Oct-13,2013,Miami Gardens,Florida,FL,"Miami Gardens, Florida",0,4,The shooter was not identified,N/A,N/A
26-Oct-13,2013,New Haven,Connecticut,CT,"New Haven, Connecticut",1,5,The shooter was not identified,N/A,N/A
26-Oct-13,2013,Phoenix,Arizona,AZ,"Phoenix, Arizona",5,0,The shooter was Michael Guzzo,N/A,N/A
26-Oct-13,2013,Ridgecrest,California,CA,"Ridgecrest, California",1,3,The shooter was Sergio Munoz,N/A,N/A
27-Oct-13,2013,Albuquerque,New Mexico,NM,"Albuquerque, New Mexico",1,4,The shooter was Christopher Chase,N/A,N/A
27-Oct-13,2013,Beaumont,Texas,TX,"Beaumont, Texas",0,4,The shooter was not identified,N/A,N/A
27-Oct-13,2013,Roseville,California,CA,"Roseville, California",0,6,The shooter was Samuel Nathan Duran,N/A,N/A
27-Oct-13,2013,Sacramento,California,CA,"Sacramento, California",1,6,The shooter was not identified,N/A,N/A
27-Oct-13,2013,Southern Pines,North Carolina,NC,"Southern Pines, North Carolina",1,4,The shooter was not identified,N/A,N/A
27-Oct-13,2013,Vallejo,California,CA,"Vallejo, California",1,7,The shooter was not identified,N/A,N/A
28-Oct-13,2013,Terrell,Texas,TX,"Terrell, Texas",5,0,The shooter was Charles Everett Brownlow Jr.,N/A,N/A
29-Oct-13,2013,Bradley (Callison),South Carolina,SC,Callison Highway,5,0,N/A,N/A,N/A
29-Oct-13,2013,Callison,South Carolina,SC,"Callison, South Carolina",6,0,The shooter was Bryan Sweatt,N/A,N/A
31-Oct-13,2013,Fayetteville,North Carolina,NC,"Fayetteville, North Carolina",2,2,The shooter was not identified,N/A,N/A
1-Nov-13,2013,Los Angeles,California,CA,"Los Angeles, California",1,3,"An unemployed 23-year old man entered Terminal 3 at Los Angeles International Airport (LAX) in California, and pulled a rifle from his bag, killing one TSA officer and wounding two other officers and a passenger before he was wounded and captured. Witnesses said that the shooter was calmly asking people: ""Hey, are you TSA?"". If they said no, the shooter moved on.",Public transportation,No
2-Nov-13,2013,Radcliff,Kentucky,KY,"Radcliff, Kentucky",1,3,The shooter was not identified,N/A,N/A
3-Nov-13,2013,Los Angeles,California,CA,"Los Angeles, California",1,4,The shooter was Paul Anthony Ciancia,N/A,N/A
3-Nov-13,2013,Perris,California,CA,2900 block of Perris Boulevard,0,5,N/A,N/A,N/A
4-Nov-13,2013,Perris,California,CA,"Perris, California",0,5,The shooter was Jose Luis Avalos,N/A,N/A
5-Nov-13,2013,Detroit,Michigan,MI,"Detroit, Michigan",3,7,The shooter was not identified,N/A,N/A
5-Nov-13,2013,Fresno,California,CA,"Fresno, California",1,3,The shooter was Jerry Vue,N/A,N/A
5-Nov-13,2013,Jacksonville,Florida,FL,1100 block of Randolph,4,0,N/A,N/A,N/A
5-Nov-13,2013,Washington,District of Columbia,DC,"Washington, District of Columbia",0,4,The shooter was Victor Leon Coley,N/A,N/A
7-Nov-13,2013,Detroit,Michigan,MI,Conley and 7 Mile,3,7,N/A,N/A,N/A
7-Nov-13,2013,Jacksonville,Florida,FL,"Jacksonville, Florida",4,0,The shooter was not identified,N/A,N/A
9-Nov-13,2013,Cypress,Texas,TX,"Cypress, Texas",2,19,The shooter was Willie Young;Randy Stewart,N/A,N/A
9-Nov-13,2013,Phoenix,Arizona,AZ,"Phoenix, Arizona",1,3,The shooter was not identified,N/A,N/A
10-Nov-13,2013,Brooklyn,New York,NY,"Brooklyn, New York",4,1,The shooter was Ali Akbar Mohammadi Rafie,N/A,N/A
10-Nov-13,2013,Canton,Ohio,OH,"Canton, Ohio",1,3,The shooter was Dwight Ellis,N/A,N/A
10-Nov-13,2013,Phoenix,Arizona,AZ,5800 South 53rd Glen,1,3,N/A,N/A,N/A
11-Nov-13,2013,Brooklyn,New York,NY,318 Maujer St,4,1,N/A,N/A,N/A
12-Nov-13,2013,Phoenix,Arizona,AZ,"Phoenix, Arizona",4,0,The shooter was Michael Sanders,N/A,N/A
15-Nov-13,2013,Houston,Texas,TX,4400 block of Tiffany,1,3,N/A,N/A,N/A
17-Nov-13,2013,Houston,Texas,TX,"Houston, Texas",1,3,The shooter was not identified,N/A,N/A
20-Nov-13,2013,Houston,Texas,TX,"Houston, Texas",3,2,The shooter was Johnathan Sanchez,N/A,N/A
20-Nov-13,2013,Miami,Florida,FL,"Miami, Florida",3,1,The shooter was Roberto Garcia Sousa,N/A,N/A
21-Nov-13,2013,Philadelphia,Pennsylvania,PA,"Philadelphia, Pennsylvania",0,4,The shooter was not identified,N/A,N/A
22-Nov-13,2013,Columbus,Ohio,OH,"Columbus, Ohio",2,2,The shooter was Danny Thornton,N/A,N/A
23-Nov-13,2013,Parsons,Kansas,KS,"Parsons, Kansas",4,0,The shooter was David Cornell Bennett Jr.,N/A,N/A
23-Nov-13,2013,Tulsa,Oklahoma,OK,"Tulsa, Oklahoma",4,1,The shooter was not identified,N/A,N/A
24-Nov-13,2013,Minneapolis,Minnesota,MN,"Minneapolis, Minnesota",1,3,The shooter was not identified,N/A,N/A
25-Nov-13,2013,Minneapolis,Minnesota,MN,1611 E Lake St,1,3,N/A,N/A,N/A
25-Nov-13,2013,Oakland,California,CA,"Oakland, California",0,7,The shooter was not identified,N/A,N/A
28-Nov-13,2013,Rochester,New York,NY,"Rochester, New York",0,4,The shooter was not identified,N/A,N/A
29-Nov-13,2013,Fresno,California,CA,"Fresno, California",0,4,The shooter was not identified,N/A,N/A
29-Nov-13,2013,Indianapolis,Indiana,IN,"Indianapolis, Indiana",0,4,The shooter was not identified,N/A,N/A
30-Nov-13,2013,Lansing,Michigan,MI,"Lansing, Michigan",0,5,The shooter was not identified,N/A,N/A
30-Nov-13,2013,Valdosta,Georgia,GA,"Valdosta, Georgia",0,4,The shooter was not identified,N/A,N/A
1-Dec-13,2013,Miami,Florida,FL,"Miami, Florida",2,2,The shooter was not identified,N/A,N/A
1-Dec-13,2013,Topeka,Kansas,KS,"Topeka, Kansas",4,0,The shooter was not identified,N/A,N/A
2-Dec-13,2013,Gary,Indiana,IN,"Gary, Indiana",1,3,The shooter was not identified,N/A,N/A
3-Dec-13,2013,Alma,Alabama,AL,"Alma, Alabama",4,0,The shooter was Tim Adams,N/A,N/A
3-Dec-13,2013,Erwin,Tennessee,TN,"Erwin, Tennessee",4,0,The shooter was Herbert Clyde Hughes Jr.,N/A,N/A
3-Dec-13,2013,Louisville,Kentucky,KY,"Louisville, Kentucky",0,4,The shooter was Chad Smith;Tony Churchill,N/A,N/A
7-Dec-13,2013,Wilmington,Delaware,DE,"Wilmington, Delaware",0,4,The shooter was not identified,N/A,N/A
8-Dec-13,2013,Manchester,Connecticut,CT,"Manchester, Connecticut",4,0,The shooter was not identified,N/A,N/A
9-Dec-13,2013,Miami-Dade,Florida,FL,"Miami-Dade, Florida",2,3,The shooter was Adrian Montesano;Corsini Valdes,N/A,N/A
13-Dec-13,2013,Huntington,West Virginia,WV,"Huntington, West Virginia",1,3,The shooter was Antonio Devon Brown,N/A,N/A
14-Dec-13,2013,Statesville,North Carolina,NC,"Statesville, North Carolina",0,4,The shooter was not identified,N/A,N/A
15-Dec-13,2013,Channelview,Texas,TX,"Channelview, Texas",0,5,The shooter was not identified,N/A,N/A
15-Dec-13,2013,Florida City,Florida,FL,"Florida City, Florida",1,3,The shooter was not identified,N/A,N/A
15-Dec-13,2013,Homestead (Florida City),Florida,FL,7th Avenue and 13th Terrace,1,3,N/A,N/A,N/A
17-Dec-13,2013,Reno,Nevada,NV,"Reno, Nevada",2,2,The shooter was Alan Frazier,N/A,N/A
21-Dec-13,2013,Shelby,North Carolina,NC,Jose Street,0,4,N/A,N/A,N/A
21-Dec-13,2013,Trenton,New Jersey,NJ,"Trenton, New Jersey",1,4,The shooter was not identified,N/A,N/A
22-Dec-13,2013,Fruitland Township,Michigan,MI,"Fruitland Township, Michigan",1,3,The shooter was Deontay Demarco Black-Wickliffe,N/A,N/A
22-Dec-13,2013,Shelby,North Carolina,NC,"Shelby, North Carolina",0,4,The shooter was not identified,N/A,N/A
25-Dec-13,2013,Irvington,New Jersey,NJ,"Irvington, New Jersey",3,2,The shooter was not identified,N/A,N/A
25-Dec-13,2013,Medford,New York,NY,"Medford, New York",1,3,The shooter was not identified,N/A,N/A
26-Dec-13,2013,Lockport,Louisiana,LA,313 Tenth St,3,3,N/A,N/A,N/A
26-Dec-13,2013,Raceland,Louisiana,LA,"Raceland, Louisiana",4,3,The shooter was Ben Edward Freeman,N/A,N/A
26-Dec-13,2013,Slidell,Louisiana,LA,"Slidell, Louisiana",2,6,The shooter was not identified,N/A,N/A
28-Dec-13,2013,Montgomery,Alabama,AL,"Montgomery, Alabama",3,5,"A rapper had a confrontation with an acquaintance before going onstage. Soon after, the acquaintance left and re-entered the building and fired at the rapper. He and another shooter injured 5 and killed 3, including the rapper.",Entertainment venue,No
29-Dec-13,2013,Miami-Dade,Florida,FL,"Miami-Dade, Florida",2,2,The shooter was Ivan Wong,N/A,N/A
29-Dec-13,2013,Montgomery,Alabama,AL,"Montgomery, Alabama",2,6,The shooter was Jason McWilliams,N/A,N/A
30-Dec-13,2013,Pleasant Valley,New York,NY,"Pleasant Valley, New York",4,0,The shooter was Abbas Lodhi,N/A,N/A
31-Dec-13,2013,Barberton,Ohio,OH,"Barberton, Ohio",2,2,The shooter was not identified,N/A,N/A
31-Dec-13,2013,Brooklyn,New York,NY,"Brooklyn, New York",0,5,The shooter was not identified,N/A,N/A
31-Dec-13,2013,Fontana,California,CA,"Fontana, California",4,0,The shooter was Suspect unidentified,N/A,N/A
1-Jan-14,2014,Norfolk,Virginia,VA,"Norfolk, Virginia",2,2,The shooter was not identified,N/A,N/A
3-Jan-14,2014,New York (Queens),New York,NY,"New York (Queens), New York",1,3,The shooter was not identified,N/A,N/A
3-Jan-14,2014,Queens,New York,NY,Farmers Boulevard and 133rd Avenue,1,3,N/A,N/A,N/A
4-Jan-14,2014,Rock Falls,Illinois,IL,"Rock Falls, Illinois",2,2,"The shooter was Leonard ""Frank"" Harris Jr",N/A,N/A
5-Jan-14,2014,Atlanta,Georgia,Ga,"Atlanta, Georgia",0,4,The shooter was not identified,N/A,N/A
5-Jan-14,2014,Erie,Ohio,OH,"Erie, Ohio",1,3,The shooter was not identified,N/A,N/A
11-Jan-14,2014,Portland,Oregon,OR,Southeast Stark and 99th ,0,5,N/A,N/A,N/A
11-Jan-14,2014,Tallulah,Texas,TX,U.S. Highway 80 at the Madison and Richland Parish line,0,6,N/A,N/A,N/A
12-Jan-14,2014,Elgin,Illinois,Il,"Elgin, Illinois",0,5,The shooter was not identified,N/A,N/A
12-Jan-14,2014,Huntsville,Alabama,AL,"Huntsville, Alabama",0,5,The shooter was not identified,N/A,N/A
12-Jan-14,2014,Portland,Oregon,OR,"Portland, Oregon",0,4,The shooter was not identified,N/A,N/A
12-Jan-14,2014,Tallulah,Louisiana,LA,N/A,0,6,N/A,N/A,N/A
13-Jan-14,2014,Detroit,Michigan,MI,800 block of Calvert St,0,4,N/A,N/A,N/A
14-Jan-14,2014,Los Angeles,California,CA,"Los Angeles, California",0,4,The shooter was not identified,N/A,N/A
16-Jan-14,2014,Ardmore,Oklahoma,OK,"Ardmore, Oklahoma",1,4,The shooter was not identified,N/A,N/A
16-Jan-14,2014,Fresno,California,CA,"Fresno, California",2,2,The shooter was not identified,N/A,N/A
16-Jan-14,2014,Spanish Fork,Utah,UT,"Spanish Fork, Utah",5,0,The shooter was Joshua Boren,N/A,N/A
20-Jan-14,2014,Manassas,Virginia,VA,"Manassas, Virginia",0,4,The shooter was Jeremiah Eugene Pullen,N/A,N/A
